event_id,timestamp,session_id,user_id,site_domain,event_type,recipient_domain,recipient_declared,data_types_sent,cookie_name,cookie_declared,purpose_observed,purpose_declared,consent_state_at_request,violation_label,severity
evt_168,2026-03-25T10:03:34Z,sess_1038,user_029,news-example.com,page_load,analytics.com,True,"['ip', 'url']",session_id,True,analytics,ads,denied,derived_data_undeclared,high
evt_169,2026-03-25T10:02:37Z,sess_1038,user_029,news-example.com,network_request,tracker.io,True,"['ip', 'ua']",,False,analytics,analytics,denied,none,none
evt_170,2026-03-25T10:00:25Z,sess_1038,user_029,news-example.com,cookie_set,ads.net,False,"['ip', 'ua', 'url']",,False,essential,analytics,denied,none,none
evt_171,2026-03-25T10:02:15Z,sess_1038,user_029,news-example.com,page_load,ads.net,False,"['ip', 'url']",_ga,False,analytics,essential,denied,none,none
evt_172,2026-03-25T10:03:50Z,sess_1039,user_036,shop-example.com,page_load,ads.net,True,"['ip', 'ua']",_ga,False,ads,ads,denied,none,none
evt_173,2026-03-25T10:01:13Z,sess_1039,user_036,shop-example.com,cookie_set,analytics.com,False,"['ip', 'ua', 'url']",_ga,True,analytics,analytics,denied,none,none
evt_174,2026-03-25T10:04:25Z,sess_1039,user_036,shop-example.com,script_load,tracker.io,True,"['ip', 'ua', 'url']",_gid,False,essential,ads,denied,none,none
evt_175,2026-03-25T10:02:33Z,sess_1039,user_036,shop-example.com,consent_update,ads.net,False,"['ip', 'ua', 'url']",session_id,False,analytics,ads,denied,none,none
evt_176,2026-03-25T10:03:33Z,sess_1039,user_036,shop-example.com,script_load,ads.net,True,"['ip', 'ua', 'url']",,False,essential,essential,denied,none,none
evt_177,2026-03-25T10:03:14Z,sess_1040,user_037,shop-example.com,consent_update,analytics.com,True,"['ip', 'ua']",_ga,True,analytics,ads,granted,none,none
evt_178,2026-03-25T10:03:31Z,sess_1040,user_037,shop-example.com,script_load,analytics.com,False,"['ip', 'ua', 'url']",,True,essential,analytics,granted,none,none
evt_179,2026-03-25T10:04:04Z,sess_1040,user_037,shop-example.com,cookie_set,tracker.io,False,"['ip', 'ua']",,False,essential,ads,granted,undeclared_cookie,high
evt_180,2026-03-25T10:01:38Z,sess_1040,user_037,shop-example.com,script_load,analytics.com,False,"['ip', 'ua', 'url']",session_id,True,ads,ads,granted,none,none
evt_181,2026-03-25T10:04:10Z,sess_1040,user_037,shop-example.com,consent_update,ads.net,False,"['ip', 'url']",session_id,False,analytics,essential,granted,none,none
evt_182,2026-03-25T10:03:22Z,sess_1040,user_037,shop-example.com,cookie_set,ads.net,True,"['ip', 'url']",_ga,False,essential,analytics,granted,none,none
evt_183,2026-03-25T10:02:18Z,sess_1041,user_023,news-example.com,consent_update,ads.net,True,"['ip', 'ua']",_gid,True,analytics,essential,denied,data_minimization_violation,high
evt_184,2026-03-25T10:00:26Z,sess_1041,user_023,news-example.com,consent_update,firstparty.com,False,"['ip', 'url']",,True,essential,analytics,denied,none,none
evt_185,2026-03-25T10:01:20Z,sess_1041,user_023,news-example.com,page_load,tracker.io,False,"['ip', 'url']",_gid,False,ads,ads,denied,none,none
evt_186,2026-03-25T10:00:45Z,sess_1041,user_023,news-example.com,page_load,analytics.com,True,"['ip', 'ua']",,True,analytics,ads,denied,none,none
evt_187,2026-03-25T10:02:28Z,sess_1041,user_023,news-example.com,network_request,firstparty.com,True,"['ip', 'url']",_ga,False,ads,ads,denied,purpose_mismatch,high
evt_188,2026-03-25T10:01:08Z,sess_1041,user_023,news-example.com,cookie_set,tracker.io,False,"['ip', 'ua']",_ga,False,analytics,essential,denied,none,none
evt_189,2026-03-25T10:02:31Z,sess_1042,user_030,media-example.com,page_load,analytics.com,True,"['ip', 'ua', 'url']",,False,essential,ads,denied,none,none
evt_190,2026-03-25T10:00:48Z,sess_1042,user_030,media-example.com,page_load,analytics.com,True,"['ip', 'url']",session_id,True,analytics,ads,denied,none,none
evt_191,2026-03-25T10:02:16Z,sess_1042,user_030,media-example.com,network_request,ads.net,False,"['ip', 'ua', 'url']",_ga,False,essential,ads,denied,passive_data_leak,high
evt_192,2026-03-25T10:03:58Z,sess_1042,user_030,media-example.com,consent_update,ads.net,True,"['ip', 'url']",session_id,True,essential,ads,denied,consent_bypass,medium
evt_193,2026-03-25T10:03:11Z,sess_1043,user_040,shop-example.com,network_request,tracker.io,False,"['ip', 'ua', 'url']",_gid,True,essential,essential,granted,purpose_mismatch,low
evt_194,2026-03-25T10:03:05Z,sess_1043,user_040,shop-example.com,cookie_set,firstparty.com,True,"['ip', 'ua']",_gid,True,analytics,ads,granted,none,none
evt_195,2026-03-25T10:01:45Z,sess_1043,user_040,shop-example.com,cookie_set,tracker.io,True,"['ip', 'ua', 'url']",,True,ads,analytics,granted,none,none
evt_196,2026-03-25T10:04:48Z,sess_1043,user_040,shop-example.com,cookie_set,firstparty.com,False,"['ip', 'ua', 'url']",session_id,True,ads,ads,granted,none,none
evt_197,2026-03-25T10:00:32Z,sess_1044,user_001,media-example.com,page_load,firstparty.com,True,"['ip', 'url']",_ga,False,ads,analytics,granted,none,none
evt_198,2026-03-25T10:03:35Z,sess_1044,user_001,media-example.com,consent_update,ads.net,False,"['ip', 'url']",,False,analytics,essential,granted,none,none
evt_199,2026-03-25T10:02:58Z,sess_1044,user_001,media-example.com,cookie_set,firstparty.com,True,"['ip', 'ua', 'url']",,True,essential,analytics,granted,passive_data_leak,low
evt_200,2026-03-25T10:03:14Z,sess_1045,user_049,shop-example.com,cookie_set,analytics.com,True,"['ip', 'url']",session_id,True,ads,analytics,denied,none,none
evt_201,2026-03-25T10:03:34Z,sess_1045,user_049,shop-example.com,page_load,firstparty.com,True,"['ip', 'ua']",_ga,True,essential,analytics,denied,purpose_mismatch,medium
evt_202,2026-03-25T10:00:24Z,sess_1045,user_049,shop-example.com,cookie_set,analytics.com,True,"['ip', 'url']",,True,essential,analytics,denied,none,none
evt_203,2026-03-25T10:01:59Z,sess_1045,user_049,shop-example.com,page_load,ads.net,False,"['ip', 'ua']",session_id,True,essential,essential,denied,undeclared_cookie,low
evt_204,2026-03-25T10:00:31Z,sess_1045,user_049,shop-example.com,network_request,analytics.com,False,"['ip', 'ua', 'url']",,True,ads,essential,denied,none,none
evt_205,2026-03-25T10:02:43Z,sess_1045,user_049,shop-example.com,network_request,tracker.io,False,"['ip', 'ua']",session_id,False,analytics,essential,denied,none,none
evt_206,2026-03-25T10:00:29Z,sess_1046,user_031,shop-example.com,consent_update,tracker.io,False,"['ip', 'ua', 'url']",_gid,False,analytics,ads,granted,none,none
evt_207,2026-03-25T10:00:40Z,sess_1046,user_031,shop-example.com,consent_update,tracker.io,False,"['ip', 'ua']",_gid,True,ads,ads,granted,none,none
evt_208,2026-03-25T10:00:37Z,sess_1046,user_031,shop-example.com,cookie_set,analytics.com,True,"['ip', 'url']",_gid,False,ads,analytics,granted,none,none
evt_209,2026-03-25T10:01:00Z,sess_1046,user_031,shop-example.com,consent_update,tracker.io,True,"['ip', 'ua', 'url']",_gid,False,analytics,essential,granted,none,none
evt_210,2026-03-25T10:03:14Z,sess_1046,user_031,shop-example.com,script_load,tracker.io,False,"['ip', 'url']",session_id,False,essential,ads,granted,none,none
evt_211,2026-03-25T10:03:31Z,sess_1047,user_030,shop-example.com,consent_update,firstparty.com,True,"['ip', 'ua', 'url']",_gid,True,ads,essential,denied,none,none
evt_212,2026-03-25T10:03:33Z,sess_1047,user_030,shop-example.com,cookie_set,ads.net,True,"['ip', 'ua']",session_id,True,ads,essential,denied,none,none
evt_213,2026-03-25T10:02:52Z,sess_1047,user_030,shop-example.com,consent_update,ads.net,False,"['ip', 'ua', 'url']",,False,analytics,essential,denied,none,none
evt_214,2026-03-25T10:04:39Z,sess_1047,user_030,shop-example.com,script_load,tracker.io,True,"['ip', 'ua', 'url']",_ga,True,analytics,essential,denied,purpose_mismatch,low
evt_215,2026-03-25T10:01:58Z,sess_1047,user_030,shop-example.com,page_load,firstparty.com,True,"['ip', 'ua']",_gid,False,ads,analytics,denied,none,none
evt_216,2026-03-25T10:03:30Z,sess_1048,user_040,media-example.com,page_load,firstparty.com,True,"['ip', 'ua', 'url']",session_id,False,analytics,essential,denied,data_minimization_violation,high
evt_217,2026-03-25T10:01:31Z,sess_1048,user_040,media-example.com,network_request,firstparty.com,True,"['ip', 'ua', 'url']",_gid,True,analytics,essential,denied,none,none
evt_218,2026-03-25T10:02:16Z,sess_1048,user_040,media-example.com,cookie_set,tracker.io,True,"['ip', 'url']",,False,essential,analytics,denied,undeclared_cookie,high
evt_219,2026-03-25T10:00:41Z,sess_1048,user_040,media-example.com,consent_update,firstparty.com,True,"['ip', 'url']",,False,essential,ads,denied,passive_data_leak,low
evt_220,2026-03-25T10:00:42Z,sess_1048,user_040,media-example.com,page_load,tracker.io,False,"['ip', 'ua', 'url']",session_id,True,essential,analytics,denied,none,none
evt_221,2026-03-25T10:04:50Z,sess_1048,user_040,media-example.com,consent_update,tracker.io,False,"['ip', 'ua']",_ga,False,essential,essential,denied,passive_data_leak,high
evt_222,2026-03-25T10:03:23Z,sess_1049,user_003,shop-example.com,consent_update,firstparty.com,False,"['ip', 'ua']",_gid,False,essential,essential,denied,none,none
evt_223,2026-03-25T10:01:11Z,sess_1049,user_003,shop-example.com,script_load,firstparty.com,False,"['ip', 'ua']",_ga,False,analytics,analytics,denied,none,none
evt_224,2026-03-25T10:03:23Z,sess_1049,user_003,shop-example.com,script_load,ads.net,True,"['ip', 'ua', 'url']",session_id,False,ads,analytics,denied,none,none
evt_225,2026-03-25T10:03:14Z,sess_1050,user_023,media-example.com,consent_update,firstparty.com,False,"['ip', 'ua']",_ga,True,ads,analytics,denied,none,none
evt_226,2026-03-25T10:01:18Z,sess_1050,user_023,media-example.com,network_request,tracker.io,False,"['ip', 'url']",_ga,True,analytics,ads,denied,none,none
evt_227,2026-03-25T10:02:18Z,sess_1050,user_023,media-example.com,network_request,firstparty.com,True,"['ip', 'ua']",_gid,False,ads,essential,denied,none,none
evt_228,2026-03-25T10:00:52Z,sess_1050,user_023,media-example.com,cookie_set,firstparty.com,True,"['ip', 'url']",_ga,False,ads,analytics,denied,none,none
evt_229,2026-03-25T10:00:43Z,sess_1050,user_023,media-example.com,script_load,analytics.com,True,"['ip', 'ua', 'url']",,True,analytics,ads,denied,none,none
evt_230,2026-03-25T10:00:32Z,sess_1050,user_023,media-example.com,script_load,analytics.com,False,"['ip', 'url']",,False,ads,analytics,denied,undeclared_recipient,medium
evt_231,2026-03-25T10:00:03Z,sess_1051,user_017,shop-example.com,network_request,tracker.io,False,"['ip', 'ua', 'url']",,False,ads,ads,denied,undeclared_cookie,medium
evt_232,2026-03-25T10:01:42Z,sess_1051,user_017,shop-example.com,cookie_set,tracker.io,False,"['ip', 'ua']",,False,ads,essential,denied,undeclared_cookie,high
evt_233,2026-03-25T10:02:04Z,sess_1051,user_017,shop-example.com,network_request,ads.net,False,"['ip', 'url']",,False,analytics,essential,denied,none,none
evt_234,2026-03-25T10:04:39Z,sess_1051,user_017,shop-example.com,consent_update,analytics.com,True,"['ip', 'ua', 'url']",,True,ads,ads,denied,none,none
evt_235,2026-03-25T10:02:03Z,sess_1052,user_045,shop-example.com,consent_update,ads.net,True,"['ip', 'ua', 'url']",,False,analytics,ads,denied,none,none
evt_236,2026-03-25T10:03:25Z,sess_1052,user_045,shop-example.com,cookie_set,tracker.io,True,"['ip', 'url']",_ga,True,analytics,essential,denied,none,none
evt_237,2026-03-25T10:00:22Z,sess_1052,user_045,shop-example.com,script_load,tracker.io,False,"['ip', 'url']",_ga,True,analytics,ads,denied,data_minimization_violation,low
evt_238,2026-03-25T10:04:45Z,sess_1052,user_045,shop-example.com,cookie_set,analytics.com,False,"['ip', 'url']",,False,essential,essential,denied,none,none
evt_239,2026-03-25T10:04:07Z,sess_1052,user_045,shop-example.com,cookie_set,firstparty.com,False,"['ip', 'url']",_ga,True,essential,analytics,denied,consent_bypass,medium
evt_240,2026-03-25T10:01:45Z,sess_1052,user_045,shop-example.com,script_load,tracker.io,False,"['ip', 'url']",_ga,False,essential,essential,denied,none,none
evt_241,2026-03-25T10:00:58Z,sess_1053,user_029,news-example.com,page_load,firstparty.com,False,"['ip', 'ua', 'url']",_ga,True,essential,analytics,granted,none,none
evt_242,2026-03-25T10:02:49Z,sess_1053,user_029,news-example.com,cookie_set,tracker.io,False,"['ip', 'ua']",,True,analytics,essential,granted,undeclared_recipient,high
evt_243,2026-03-25T10:01:41Z,sess_1053,user_029,news-example.com,network_request,tracker.io,False,"['ip', 'url']",_ga,True,analytics,ads,granted,none,none
evt_244,2026-03-25T10:04:34Z,sess_1053,user_029,news-example.com,page_load,analytics.com,False,"['ip', 'url']",_gid,False,analytics,ads,granted,none,none
evt_245,2026-03-25T10:02:40Z,sess_1053,user_029,news-example.com,network_request,tracker.io,False,"['ip', 'ua', 'url']",_ga,False,ads,ads,granted,none,none
evt_246,2026-03-25T10:02:02Z,sess_1054,user_040,shop-example.com,consent_update,ads.net,True,"['ip', 'ua']",session_id,True,essential,ads,denied,none,none
evt_247,2026-03-25T10:04:54Z,sess_1054,user_040,shop-example.com,network_request,tracker.io,False,"['ip', 'ua']",,True,essential,analytics,denied,none,none
evt_248,2026-03-25T10:02:41Z,sess_1054,user_040,shop-example.com,network_request,tracker.io,True,"['ip', 'url']",_ga,False,analytics,analytics,denied,undeclared_recipient,medium
evt_249,2026-03-25T10:03:47Z,sess_1055,user_036,media-example.com,network_request,tracker.io,True,"['ip', 'ua']",_ga,True,ads,analytics,denied,none,none
evt_250,2026-03-25T10:01:26Z,sess_1055,user_036,media-example.com,script_load,tracker.io,False,"['ip', 'ua', 'url']",_ga,True,ads,essential,denied,undeclared_cookie,medium
evt_251,2026-03-25T10:00:21Z,sess_1055,user_036,media-example.com,cookie_set,tracker.io,True,"['ip', 'url']",_ga,True,ads,analytics,denied,none,none
evt_252,2026-03-25T10:00:44Z,sess_1055,user_036,media-example.com,network_request,tracker.io,True,"['ip', 'ua']",_gid,False,essential,essential,denied,passive_data_leak,high
evt_253,2026-03-25T10:01:45Z,sess_1055,user_036,media-example.com,network_request,analytics.com,True,"['ip', 'ua', 'url']",session_id,False,essential,essential,denied,undeclared_recipient,low
evt_254,2026-03-25T10:02:29Z,sess_1055,user_036,media-example.com,script_load,ads.net,False,"['ip', 'ua', 'url']",_ga,True,ads,analytics,denied,none,none
evt_255,2026-03-25T10:02:06Z,sess_1056,user_018,media-example.com,consent_update,tracker.io,False,"['ip', 'ua']",session_id,False,ads,ads,granted,undeclared_cookie,low
evt_256,2026-03-25T10:02:22Z,sess_1056,user_018,media-example.com,page_load,ads.net,False,"['ip', 'url']",session_id,True,essential,analytics,granted,none,none
evt_257,2026-03-25T10:03:03Z,sess_1056,user_018,media-example.com,network_request,firstparty.com,False,"['ip', 'ua']",,True,ads,ads,granted,none,none
evt_258,2026-03-25T10:02:52Z,sess_1056,user_018,media-example.com,script_load,analytics.com,False,"['ip', 'url']",_ga,True,analytics,essential,granted,none,none
evt_259,2026-03-25T10:03:39Z,sess_1057,user_030,shop-example.com,network_request,analytics.com,True,"['ip', 'ua', 'url']",session_id,True,ads,analytics,granted,none,none
evt_260,2026-03-25T10:01:24Z,sess_1057,user_030,shop-example.com,script_load,firstparty.com,False,"['ip', 'ua', 'url']",session_id,True,ads,essential,granted,undeclared_cookie,low
evt_261,2026-03-25T10:00:39Z,sess_1057,user_030,shop-example.com,page_load,analytics.com,True,"['ip', 'ua', 'url']",,True,analytics,essential,granted,derived_data_undeclared,medium
evt_262,2026-03-25T10:03:36Z,sess_1057,user_030,shop-example.com,page_load,analytics.com,False,"['ip', 'ua']",_gid,False,analytics,essential,granted,none,none
evt_263,2026-03-25T10:01:08Z,sess_1058,user_007,shop-example.com,script_load,analytics.com,True,"['ip', 'ua', 'url']",_ga,True,ads,ads,denied,passive_data_leak,high
evt_264,2026-03-25T10:01:17Z,sess_1058,user_007,shop-example.com,consent_update,tracker.io,False,"['ip', 'ua']",_ga,True,analytics,analytics,denied,none,none
evt_265,2026-03-25T10:02:59Z,sess_1058,user_007,shop-example.com,cookie_set,tracker.io,False,"['ip', 'ua']",_gid,False,essential,analytics,denied,none,none
evt_266,2026-03-25T10:02:25Z,sess_1058,user_007,shop-example.com,consent_update,firstparty.com,False,"['ip', 'ua']",_gid,False,ads,essential,denied,none,none
evt_267,2026-03-25T10:02:02Z,sess_1058,user_007,shop-example.com,page_load,tracker.io,False,"['ip', 'ua']",_gid,False,essential,essential,denied,none,none
evt_268,2026-03-25T10:04:51Z,sess_1059,user_005,media-example.com,script_load,tracker.io,False,"['ip', 'ua', 'url']",_gid,False,analytics,analytics,granted,passive_data_leak,high
evt_269,2026-03-25T10:00:20Z,sess_1059,user_005,media-example.com,page_load,firstparty.com,False,"['ip', 'ua', 'url']",session_id,False,ads,essential,granted,undeclared_recipient,medium
evt_270,2026-03-25T10:04:35Z,sess_1059,user_005,media-example.com,page_load,analytics.com,False,"['ip', 'ua']",session_id,True,essential,analytics,granted,none,none
evt_271,2026-03-25T10:03:20Z,sess_1059,user_005,media-example.com,consent_update,firstparty.com,False,"['ip', 'ua', 'url']",,True,analytics,analytics,granted,none,none
evt_272,2026-03-25T10:00:59Z,sess_1059,user_005,media-example.com,page_load,tracker.io,True,"['ip', 'url']",_gid,True,analytics,essential,granted,none,none
evt_273,2026-03-25T10:04:27Z,sess_1060,user_009,media-example.com,network_request,ads.net,True,"['ip', 'url']",_gid,False,essential,analytics,granted,none,none
evt_274,2026-03-25T10:03:39Z,sess_1060,user_009,media-example.com,page_load,ads.net,True,"['ip', 'url']",_ga,False,ads,essential,granted,none,none
evt_275,2026-03-25T10:04:50Z,sess_1060,user_009,media-example.com,script_load,analytics.com,False,"['ip', 'ua']",session_id,True,essential,essential,granted,passive_data_leak,high
evt_276,2026-03-25T10:00:01Z,sess_1060,user_009,media-example.com,page_load,firstparty.com,True,"['ip', 'ua']",_ga,False,ads,ads,granted,data_minimization_violation,low
evt_277,2026-03-25T10:02:43Z,sess_1061,user_012,shop-example.com,script_load,ads.net,True,"['ip', 'ua', 'url']",session_id,True,essential,essential,denied,purpose_mismatch,low
evt_278,2026-03-25T10:00:23Z,sess_1061,user_012,shop-example.com,consent_update,tracker.io,True,"['ip', 'url']",session_id,False,ads,analytics,denied,data_minimization_violation,high
evt_279,2026-03-25T10:02:29Z,sess_1061,user_012,shop-example.com,network_request,ads.net,True,"['ip', 'url']",session_id,False,analytics,essential,denied,undeclared_recipient,high
evt_280,2026-03-25T10:00:12Z,sess_1061,user_012,shop-example.com,consent_update,analytics.com,False,"['ip', 'ua', 'url']",_ga,False,analytics,essential,denied,derived_data_undeclared,medium
evt_281,2026-03-25T10:02:01Z,sess_1062,user_048,media-example.com,consent_update,tracker.io,False,"['ip', 'ua']",_gid,False,analytics,analytics,denied,none,none
evt_282,2026-03-25T10:04:26Z,sess_1062,user_048,media-example.com,consent_update,tracker.io,False,"['ip', 'url']",_ga,True,essential,analytics,denied,none,none
evt_283,2026-03-25T10:00:31Z,sess_1062,user_048,media-example.com,network_request,tracker.io,True,"['ip', 'ua']",session_id,False,ads,ads,denied,data_minimization_violation,high
evt_284,2026-03-25T10:01:09Z,sess_1063,user_048,news-example.com,script_load,firstparty.com,True,"['ip', 'ua']",_gid,False,ads,ads,denied,undeclared_recipient,medium
evt_285,2026-03-25T10:01:46Z,sess_1063,user_048,news-example.com,page_load,tracker.io,False,"['ip', 'url']",session_id,True,analytics,analytics,denied,none,none
evt_286,2026-03-25T10:00:20Z,sess_1063,user_048,news-example.com,script_load,analytics.com,False,"['ip', 'ua']",_ga,True,ads,ads,denied,none,none
evt_287,2026-03-25T10:02:13Z,sess_1063,user_048,news-example.com,cookie_set,analytics.com,True,"['ip', 'url']",,True,analytics,ads,denied,undeclared_cookie,low
evt_288,2026-03-25T10:01:53Z,sess_1063,user_048,news-example.com,consent_update,analytics.com,True,"['ip', 'url']",session_id,True,essential,essential,denied,consent_bypass,medium
evt_289,2026-03-25T10:01:41Z,sess_1063,user_048,news-example.com,page_load,tracker.io,True,"['ip', 'ua']",session_id,True,analytics,ads,denied,consent_bypass,low
evt_290,2026-03-25T10:03:38Z,sess_1064,user_011,media-example.com,network_request,analytics.com,False,"['ip', 'ua']",_gid,False,ads,ads,denied,purpose_mismatch,low
evt_291,2026-03-25T10:02:05Z,sess_1064,user_011,media-example.com,page_load,ads.net,False,"['ip', 'url']",,True,analytics,ads,denied,none,none
evt_292,2026-03-25T10:04:29Z,sess_1064,user_011,media-example.com,network_request,analytics.com,True,"['ip', 'url']",session_id,False,essential,ads,denied,undeclared_recipient,medium
evt_293,2026-03-25T10:03:18Z,sess_1064,user_011,media-example.com,cookie_set,ads.net,True,"['ip', 'ua']",session_id,True,analytics,ads,denied,none,none
evt_294,2026-03-25T10:04:01Z,sess_1064,user_011,media-example.com,page_load,ads.net,True,"['ip', 'ua']",_ga,True,essential,analytics,denied,none,none
evt_295,2026-03-25T10:00:28Z,sess_1064,user_011,media-example.com,script_load,analytics.com,False,"['ip', 'url']",_gid,True,analytics,essential,denied,none,none
evt_296,2026-03-25T10:04:48Z,sess_1065,user_021,media-example.com,script_load,analytics.com,True,"['ip', 'url']",session_id,True,ads,analytics,denied,none,none
evt_297,2026-03-25T10:01:52Z,sess_1065,user_021,media-example.com,page_load,firstparty.com,False,"['ip', 'ua']",session_id,True,analytics,ads,denied,data_minimization_violation,high
evt_298,2026-03-25T10:02:45Z,sess_1065,user_021,media-example.com,consent_update,firstparty.com,True,"['ip', 'ua']",_gid,True,essential,ads,denied,none,none
evt_299,2026-03-25T10:01:09Z,sess_1066,user_005,news-example.com,script_load,analytics.com,False,"['ip', 'ua', 'url']",,False,analytics,essential,denied,none,none
evt_300,2026-03-25T10:03:02Z,sess_1066,user_005,news-example.com,cookie_set,analytics.com,True,"['ip', 'url']",session_id,False,analytics,analytics,denied,none,none
evt_301,2026-03-25T10:04:53Z,sess_1066,user_005,news-example.com,page_load,tracker.io,True,"['ip', 'ua']",session_id,True,essential,essential,denied,none,none
evt_302,2026-03-25T10:01:25Z,sess_1067,user_007,news-example.com,page_load,firstparty.com,False,"['ip', 'url']",_ga,False,analytics,analytics,granted,undeclared_cookie,high
evt_303,2026-03-25T10:00:55Z,sess_1067,user_007,news-example.com,page_load,firstparty.com,True,"['ip', 'url']",,False,analytics,ads,granted,none,none
evt_304,2026-03-25T10:02:59Z,sess_1067,user_007,news-example.com,network_request,tracker.io,True,"['ip', 'url']",_gid,True,ads,analytics,granted,none,none
evt_305,2026-03-25T10:02:13Z,sess_1067,user_007,news-example.com,page_load,firstparty.com,True,"['ip', 'url']",_gid,False,analytics,essential,granted,undeclared_cookie,low
evt_306,2026-03-25T10:00:47Z,sess_1067,user_007,news-example.com,cookie_set,ads.net,False,"['ip', 'ua', 'url']",_ga,False,essential,analytics,granted,none,none
evt_307,2026-03-25T10:01:37Z,sess_1068,user_039,news-example.com,page_load,tracker.io,False,"['ip', 'ua', 'url']",session_id,False,analytics,analytics,granted,none,none
evt_308,2026-03-25T10:04:41Z,sess_1068,user_039,news-example.com,page_load,tracker.io,True,"['ip', 'ua']",session_id,True,ads,analytics,granted,none,none
evt_309,2026-03-25T10:04:05Z,sess_1068,user_039,news-example.com,script_load,analytics.com,True,"['ip', 'ua']",_gid,True,essential,ads,granted,none,none
evt_310,2026-03-25T10:02:15Z,sess_1069,user_006,news-example.com,network_request,firstparty.com,False,"['ip', 'ua']",session_id,False,ads,analytics,granted,none,none
evt_311,2026-03-25T10:03:58Z,sess_1069,user_006,news-example.com,network_request,ads.net,True,"['ip', 'url']",_ga,True,essential,essential,granted,derived_data_undeclared,low
evt_312,2026-03-25T10:04:37Z,sess_1069,user_006,news-example.com,page_load,tracker.io,True,"['ip', 'ua', 'url']",_ga,False,essential,ads,granted,none,none
evt_313,2026-03-25T10:04:03Z,sess_1069,user_006,news-example.com,cookie_set,analytics.com,False,"['ip', 'url']",_ga,False,essential,analytics,granted,none,none
evt_314,2026-03-25T10:04:24Z,sess_1069,user_006,news-example.com,cookie_set,analytics.com,True,"['ip', 'url']",_gid,True,analytics,analytics,granted,none,none
